	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX4105525	12280213.0	2123810.0	2238336.0	3072685.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4614664.0	229388.0	1330.0	17.294569727740065	12280213.0	9207528.0	74.98	3072685.0	25.02	SRX4105525_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12280213.0	0.0	20-50	52.0	9.370652886926553	49.427890542289454	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	12315401	4111795	12315401	615770050	1218992	607015717	1.4216886644616769	0.139	0.3689	0.4921		
SRX4105526	21743377.0	10443100.0	3316543.0	5055641.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2310404.0	599826.0	17863.0	48.02887794292487	21743377.0	16687736.0	76.75	5055641.0	23.25	SRX4105526_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21743377.0	0.0	20-50	55.0	14.907658487739045	49.439199531885045	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	21900022	6719335	21900022	1095001100	2333639	1075032321	1.8236309534300923	0.2489	0.4261	0.325		
SRX4105527	17804954.0	7023674.0	5278735.0	2985115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2045900.0	466976.0	4554.0	39.44786377993451	17804954.0	14819839.0	83.23	2985115.0	16.77	SRX4105527_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17804954.0	0.0	20-50	55.0	12.620054140083234	49.46791449166338	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	17827079	5272409	17827079	891353950	1869677	880821484	1.1816255484142972	0.2143	0.4568	0.3289		
SRX4105528	17323537.0	7237391.0	3196909.0	4345246.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2091122.0	447822.0	5047.0	41.777790528573924	17323537.0	12978291.0	74.92	4345246.0	25.08	SRX4105528_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17323537.0	0.0	20-50	55.0	13.943764136085406	49.452463720313006	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	17358360	5276238	17358360	867918000	1983878	856742758	1.2875919153652764	0.1933	0.4404	0.3662		
SRX4105529	20868876.0	11123250.0	2926637.0	3627913.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2485139.0	689798.0	16139.0	53.3006665045113	20868876.0	17240963.0	82.62	3627913.0	17.38	SRX4105529_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20868876.0	0.0	20-50	55.0	12.935010912405332	49.46296882496211	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	20916749	6365035	20916749	1045837450	2207312	1032290084	1.295360574437261	0.2267	0.3823	0.391		
SRX4105530	24433720.0	14638001.0	2378214.0	2793868.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3711436.0	890089.0	22112.0	59.90901508243525	24433720.0	21639852.0	88.57	2793868.0	11.43	SRX4105530_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24433720.0	0.0	20-50	55.0	7.6588169113311695	49.445084702615894	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	24558709	7540347	24558709	1227935450	2636810	1208200763	1.6071436816976006	0.2652	0.3947	0.34		
SRX4105531	5192752.0	44130.0	165063.0	4820531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159105.0	3899.0	24.0	0.8498383901253131	5192752.0	372221.0	7.17	4820531.0	92.83	SRX4105531_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5192752.0	0.0	20-50	54.0	3.056715870073492	49.51830590022401	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	5339157	1796576	5339157	266957850	419672	257177202	3.663742422258795	0.084	0.4504	0.4656		
SRX4105532	3052717.0	25483.0	94531.0	2838296.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92169.0	2227.0	11.0	0.8347645720189589	3052717.0	214421.0	7.02	2838296.0	92.98	SRX4105532_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3052717.0	0.0	20-50	54.0	4.452139120541445	49.52137751386716	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	3156162	1070630	3156162	157808100	159814	151199821	4.187541070452023	0.0294	0.4412	0.5294		
SRX4105533	16182366.0	2780382.0	2932863.0	3888445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6284839.0	294037.0	1800.0	17.181554291875493	16182366.0	12293921.0	75.97	3888445.0	24.03	SRX4105533_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16182366.0	0.0	20-50	52.0	8.206652866442319	49.41807841943508	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	16257562	5368377	16257562	812878100	1602457	799740429	1.6161920219034072	0.1298	0.3789	0.4913		
SRX4105534	7692735.0	486924.0	1416305.0	5602633.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148480.0	37656.0	737.0	6.3296603873654815	7692735.0	2090102.0	27.17	5602633.0	72.83	SRX4105534_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7692735.0	0.0	20-50	54.0	2.1451643596704857	49.464430400891224	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	8244829	2955194	8244829	412241450	568766	380654030	7.662359037403929	0.2039	0.4032	0.3928		
SRX4105535	6680652.0	422254.0	1211236.0	4885142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128712.0	32670.0	638.0	6.320550748639504	6680652.0	1795510.0	26.88	4885142.0	73.12	SRX4105535_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6680652.0	0.0	20-50	54.0	2.370369427190392	49.44443701004034	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7224940	2628371	7224940	361247000	745550	330464346	8.521220660656006	0.22699999999999998	0.3941	0.3788		
SRX4105536	15561205.0	6059222.0	4644913.0	2633555.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1806497.0	413225.0	3793.0	38.93799998136392	15561205.0	12927650.0	83.08	2633555.0	16.92	SRX4105536_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15561205.0	0.0	20-50	55.0	13.459326289822945	49.4557873249533	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	15590917	4626968	15590917	779545850	1702486	769637022	1.2711026554756208	0.2219	0.4491	0.3291		
SRX4105537	9097860.0	3793955.0	1678064.0	2266084.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1121611.0	235383.0	2763.0	41.70161994139281	9097860.0	6831776.0	75.09	2266084.0	24.91	SRX4105537_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9097860.0	0.0	20-50	55.0	17.535825214811602	49.43734405673422	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	9117939	2787858	9117939	455896950	1018562	449800957	1.3371427468422414	0.2051	0.44	0.3549		
SRX4105538	18425735.0	10068541.0	2493194.0	3153289.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2104064.0	591381.0	15266.0	54.643904300154105	18425735.0	15272446.0	82.89	3153289.0	17.11	SRX4105538_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18425735.0	0.0	20-50	55.0	15.485644203563382	49.46708790721239	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	18452104	5564529	18452104	922605200	2062336	911525029	1.2009655917829207	0.2415	0.3887	0.3698		
SRX4105539	12025582.0	7070829.0	1193218.0	1415370.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1887635.0	447926.0	10604.0	58.7982269797836	12025582.0	10610212.0	88.23	1415370.0	11.77	SRX4105539_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12025582.0	0.0	20-50	54.0	13.674881593805125	49.44216546026629	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	12077848	3718258	12077848	603892400	1286890	594606455	1.5376820440197625	0.2711	0.3904	0.3385		
SRX4105540	17557688.0	6750158.0	1350375.0	7073280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1928878.0	443615.0	11382.0	38.44559716518485	17557688.0	10484408.0	59.71	7073280.0	40.29	SRX4105540_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17557688.0	0.0	20-50	52.0	5.671994280778126	49.370196748000076	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	18212672	6707518	18212672	910633600	2248767	866886643	4.80401305201126	0.2732	0.3682	0.3586		
SRX4105541	834150.0	451457.0	34550.0	137843.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159859.0	50123.0	318.0	54.12180063537733	834150.0	696307.0	83.48	137843.0	16.52	SRX4105541_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	834150.0	0.0	20-75	58.0	30.94540792495257	72.06117844512377	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	926185	151293	926185	68294666	1233672	60912558	10.809201409667924	0.1645	0.4752	0.3604		
SRX4105542	3026512.0	1707885.0	765008.0	122835.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273394.0	154659.0	2731.0	56.430802190772745	3026512.0	2903677.0	95.94	122835.0	4.06	SRX4105542_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3026512.0	0.0	20-75	56.0	31.264105561648016	72.7798614378532	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3073202	277427	3073202	226653348	327585	222713094	1.7384495021886903	0.2426	0.3618	0.3955		
SRX4105543	2740879.0	1947582.0	38342.0	140635.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407037.0	205858.0	1425.0	71.05683979482494	2740879.0	2600244.0	94.87	140635.0	5.13	SRX4105543_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2740879.0	0.0	20-75	57.0	28.03932512554543	72.75165594686959	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2930160	428218	2930160	216170840	466748	201627954	6.727496641082581	0.2128	0.4477	0.3396		
SRX4105544	2538318.0	1909652.0	40431.0	100834.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299001.0	185874.0	2526.0	75.2329692339573	2538318.0	2437484.0	96.03	100834.0	3.97	SRX4105544_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2538318.0	0.0	20-75	56.0	32.92998848831963	73.00105108973737	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2588064	272473	2588064	191453327	196682	187350751	2.142859601494416	0.2292	0.4193	0.3514		
SRX4105545	3316244.0	2424852.0	82727.0	165955.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	408300.0	230835.0	3575.0	73.120433840212	3316244.0	3150289.0	95.0	165955.0	5.0	SRX4105545_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3316244.0	0.0	20-75	57.0	32.24992371245117	72.80322678307145	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3341653	307840	3341653	246682675	489680	244119845	1.0389177107796486	0.2212	0.4315	0.3473		
SRX4105546	3184302.0	2187591.0	131529.0	173519.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465027.0	224805.0	1831.0	68.69923141712061	3184302.0	3010783.0	94.55	173519.0	5.45	SRX4105546_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3184302.0	0.0	20-75	57.0	31.803386208398827	73.02847908270006	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3223445	304111	3223445	238706200	528861	235143659	1.4924375655094002	0.2029	0.4352	0.3619		
SRX4105547	14484666.0	304108.0	771102.0	12909289.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	473482.0	26487.0	198.0	2.0995168269672217	14484666.0	1575377.0	10.88	12909289.0	89.12	SRX4105547_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14484666.0	0.0	20-50	54.0	5.692076139975629	48.95350855863711	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	14501627	4707457	14501627	725081350	8007822	709204023	2.1897304350746296	0.212	0.48100000000000004	0.307		
SRX4105548	17130163.0	502373.0	1505911.0	14428130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	657381.0	36037.0	331.0	2.9326807923543985	17130163.0	2702033.0	15.77	14428130.0	84.23	SRX4105548_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17130163.0	0.0	20-50	54.0	6.312406111629483	49.00599865862339	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	17159377	5638278	17159377	857968850	9047658	839624954	2.1380608398545005	0.1417	0.5367	0.3216		
SRX4105549	8364896.0	467765.0	1372019.0	6210283.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	286226.0	27925.0	678.0	5.5920001874500285	8364896.0	2154613.0	25.76	6210283.0	74.24	SRX4105549_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8364896.0	0.0	20-50	54.0	1.9707314831621296	49.51759388281695	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass	8555852	2806619	8555852	427792600	843924	414333722	3.146122209687592	0.1059	0.5965	0.2976		
SRX4105550	13741165.0	328485.0	1449070.0	11531612.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401393.0	30421.0	184.0	2.3905178345504186	13741165.0	2209553.0	16.08	11531612.0	83.92	SRX4105550_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13741165.0	0.0	20-50	54.0	5.8646183267723	48.95615408154986	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass	13752960	4488408	13752960	687648000	7848356	672839431	2.1535100807389833	0.1987	0.4353	0.366		
SRX4105551	4489656.0	667491.0	1092408.0	2476598.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198692.0	53792.0	675.0	14.86730831939017	4489656.0	2013058.0	44.84	2476598.0	55.16	SRX4105551_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4489656.0	0.0	20-50	54.0	3.7765312471478634	49.51568583428218	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	4619401	1559129	4619401	230970050	344993	222368739	3.7239940849473774	0.22899999999999998	0.4205	0.3505		
SRX4105552	16425543.0	984499.0	2846613.0	11911090.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	613282.0	69272.0	787.0	5.993707483521245	16425543.0	4514453.0	27.48	11911090.0	72.52	SRX4105552_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16425543.0	0.0	20-50	54.0	8.119888295310298	49.007238238638436	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	16450782	5248263	16450782	822539100	8922702	805113878	2.11846731662969	0.2082	0.4315	0.3602		
SRX4105553	14528857.0	395660.0	1972394.0	11719137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406200.0	35228.0	238.0	2.7232699723040836	14528857.0	2809720.0	19.34	11719137.0	80.66	SRX4105553_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14528857.0	0.0	20-50	54.0	5.950760424832174	48.93454467891039	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	14541575	4791639	14541575	727078750	8460920	711111880	2.196030347469239	0.1688	0.47600000000000003	0.3551		
SRX4105554	13113365.0	449919.0	1604975.0	10930734.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98338.0	28584.0	815.0	3.430995781784462	13113365.0	2182631.0	16.64	10930734.0	83.36	SRX4105554_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13113365.0	0.0	20-50	55.0	6.731435509532621	49.00208207428071	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	13161952	4245043	13161952	658097600	7156954	642704482	2.3390326905917904	0.2344	0.4299	0.3357		
SRX4105555	3358472.0	2217136.0	66805.0	187526.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	667276.0	218151.0	1578.0	66.01621213456596	3358472.0	3170946.0	94.42	187526.0	5.58	SRX4105555_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3358472.0	0.0	20-75	56.0	24.63358300131581	72.81908379763178	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3504605	432784	3504605	258890338	516112	247293994	4.479249434175485	0.1041	0.536	0.3599		
SRX4105556	777456.0	517444.0	9614.0	99400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100761.0	49355.0	882.0	66.55604947418247	777456.0	678056.0	87.21	99400.0	12.79	SRX4105556_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	777456.0	0.0	20-75	59.0	42.982658098079455	72.42507871828116	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	891757	171619	891757	65879686	664302	56999141	13.479944333675178	0.2561	0.3857	0.3582		
SRX4105557	3443039.0	2499907.0	45388.0	143529.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	499050.0	253306.0	1859.0	72.60757139259823	3443039.0	3299510.0	95.83	143529.0	4.17	SRX4105557_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3443039.0	0.0	20-75	56.0	32.06504724382428	73.2043366340027	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3450089	306039	3450089	255924164	244379	254843436	0.4222844701760948	0.1799	0.4692	0.3509		
SRX4105558	2552083.0	1815797.0	59729.0	182373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304823.0	186748.0	2613.0	71.14960602770365	2552083.0	2369710.0	92.85	182373.0	7.15	SRX4105558_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2552083.0	0.0	20-75	56.0	34.96805950470559	73.01636898172983	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2565990	237868	2565990	189833690	131038	188402381	0.7539804973500752	0.2175	0.4317	0.3508		
SRX4105559	3066598.0	2014336.0	107365.0	205066.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	531633.0	206506.0	1692.0	65.68634036805607	3066598.0	2861532.0	93.31	205066.0	6.69	SRX4105559_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3066598.0	0.0	20-75	57.0	28.633653209191074	72.54764334940545	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3196009	385705	3196009	235333584	763755	224972649	4.402658908216007	0.1945	0.4599	0.3456		
SRX4105560	2410054.0	1301497.0	66966.0	591304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313606.0	135517.0	1164.0	54.00281487468745	2410054.0	1818750.0	75.47	591304.0	24.53	SRX4105560_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2410054.0	0.0	20-75	64.0	25.255668303938204	71.36194624684758	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2620262	313838	2620262	193806621	8670479	174794720	9.809727295126828	0.1857	0.4714	0.3429		
SRX4105561	13979479.0	697577.0	1688579.0	11000811.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	546574.0	45381.0	557.0	4.990007138320392	13979479.0	2978668.0	21.31	11000811.0	78.69	SRX4105561_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13979479.0	0.0	20-50	55.0	7.844291250844027	48.99809356271432	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	14182011	4688632	14182011	709100550	7878085	685096311	3.3851671670540933	0.1997	0.4515	0.3487		
SRX4105562	12147672.0	262988.0	1102649.0	10323754.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	435414.0	22700.0	167.0	2.164925098405686	12147672.0	1823918.0	15.01	10323754.0	84.99	SRX4105562_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12147672.0	0.0	20-50	54.0	6.4227989716733696	48.94345566788435	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	12169171	3977481	12169171	608458550	6734342	594658020	2.268113415449581	0.1321	0.557	0.3109		
SRX4105563	13200185.0	846481.0	2405165.0	9661130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220121.0	65936.0	1352.0	6.412644974293921	13200185.0	3539055.0	26.81	9661130.0	73.19	SRX4105563_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13200185.0	0.0	20-50	54.0	8.250124454502416	49.02638879682368	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	13221228	4155948	13221228	661061400	6642051	647259202	2.0878844234438736	0.2195	0.3996	0.381		
SRX4105564	10646234.0	1145094.0	3071438.0	6110050.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	246439.0	71528.0	1685.0	10.755859771633801	10646234.0	4536184.0	42.61	6110050.0	57.39	SRX4105564_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10646234.0	0.0	20-50	54.0	11.18627740673678	49.05654638062624	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	10715824	3340838	10715824	535791200	5507006	522357944	2.5071811556442136	0.2194	0.4305	0.3502		
SRX4105565	13210201.0	4127115.0	3696924.0	4208213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	927130.0	244418.0	6401.0	31.241878908579817	13210201.0	9001988.0	68.14	4208213.0	31.86	SRX4105565_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13210201.0	0.0	20-50	55.0	14.684121013321494	49.04760374198697	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	13619396	4283312	13619396	680969800	7271207	648036111	4.836292152750387	0.2495	0.4227	0.3278		
SRX4105566	14699737.0	1051724.0	2135328.0	10807683.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	640429.0	63673.0	900.0	7.154713040104051	14699737.0	3892054.0	26.48	10807683.0	73.52	SRX4105566_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14699737.0	0.0	20-50	54.0	8.888549783077757	49.007718233326216	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	14789484	4787431	14789484	739474200	7835328	720523916	2.5626700701660723	0.2056	0.469	0.3255		
SRX4105567	13096105.0	346170.0	823317.0	11405551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	497605.0	23200.0	262.0	2.643305013208125	13096105.0	1690554.0	12.91	11405551.0	87.09	SRX4105567_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13096105.0	0.0	20-50	55.0	6.7543026345470905	49.009163029771074	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	13229291	4362598	13229291	661464550	7169912	641950249	2.9501658100951897	0.21	0.4637	0.3263		
SRX4105568	15013073.0	747439.0	1821943.0	11821154.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	572756.0	49160.0	621.0	4.9785876615666895	15013073.0	3191919.0	21.26	11821154.0	78.74	SRX4105568_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15013073.0	0.0	20-50	54.0	7.7217491158605265	49.01567254085823	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	15242591	5057840	15242591	762129550	7908762	735999813	3.428516451041689	0.2032	0.4651	0.3317		
SRX5055969	11275105.0	2982910.0	147163.0	6038467.0	0.0	0.0	0.0	0.0	324734.0	0.0	0.0	0.0	0.0	1488767.0	277054.0	16010.0	26.45571815074006	11275105.0	5236638.0	46.44	6038467.0	53.56	SRX5055969_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11275105.0	0.0	20-101	55.0	28.12040323625498	88.44642528827892	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	11692556	6168085	11692556	1180948156	8289157	1016611965	13.915614344716413			0.4609	0.2581	0.281
SRX5055970	10901590.0	2511989.0	430842.0	5878217.0	0.0	0.0	0.0	0.0	451860.0	0.0	0.0	0.0	0.0	1392260.0	230424.0	5998.0	23.04240941000349	10901590.0	5023373.0	46.08	5878217.0	53.92	SRX5055970_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10901590.0	0.0	20-101	55.0	32.872403721413995	86.22507414056116	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	11573236	6236992	11573236	1168896836	24037791	956874280	18.13868850270376			0.4652	0.2353	0.2996
SRX5055971	10912523.0	2504911.0	159662.0	5757518.0	0.0	0.0	0.0	0.0	385080.0	0.0	0.0	0.0	0.0	1848423.0	249149.0	7780.0	22.954462501476517	10912523.0	5155005.0	47.24	5757518.0	52.76	SRX5055971_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10912523.0	0.0	20-101	56.0	39.894656135705404	86.57100617336614	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	11312587	6024953	11312587	1142571287	17810130	956218720	16.30992911517126			0.4709	0.2366	0.2925
SRX5055972	9728686.0	2725577.0	455879.0	5326167.0	0.0	0.0	0.0	0.0	250338.0	0.0	0.0	0.0	0.0	712969.0	248098.0	9658.0	28.015880047932477	9728686.0	4402519.0	45.25	5326167.0	54.75	SRX5055972_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9728686.0	0.0	20-101	54.0	37.898542709317816	90.21306947310255	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10096137	5100917	10096137	1019709837	7725134	892977814	12.428243643588582			0.4702	0.2479	0.2819
SRX689242	1132707.0	326247.0	145218.0	244789.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	303172.0	112729.0	552.0	28.802417571357818	1132707.0	887918.0	78.39	244789.0	21.61	SRX689242_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1132707.0	0.0	20-51	53.0	16.456613679994494	49.91213967954644	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	1167972	313952	1167972	59566572	394720	56975830	4.349321965346603	0.4259	0.34700000000000003	0.2272		
SRX7119038	11275105.0	2982918.0	147163.0	6038467.0	0.0	0.0	0.0	0.0	324726.0	0.0	0.0	0.0	0.0	1488782.0	277039.0	16010.0	26.45578910351611	11275105.0	5236638.0	46.44	6038467.0	53.56	SRX7119038_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11275105.0	0.0	20-101	55.0	28.12040323625498	88.44642528827892	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	11692556	5890390	11692556	1180948156	20645450	1010360499	14.444974246608671			0.4609	0.2581	0.281
